Airport	Country	Area	Router	Type	Interface	Layer2	Speed	IPBW	DNA	URN	USID	MTN	POP	Carrier	CircuitRef	OB	SerialId	Booking	Meshing	OB_Ratio	ServiceNetType
AAL	DENMARK		PAAL038	Primary	gigabitethernet8	DSL	15000	5000			FI01QARQF5		LONX03	-	CA0B6R9RA0				airporthubnet		APH
AAL	DENMARK		PAAL039	Secondary	gigabitethernet8	DSL	15000	5000			FI01QARYFD		STOT02	-	CA0B6RABB0				airporthubnet		APH
ABJ	COTE D'IVOIRE		PABJ363	Primary	gigabitethernet0/0/1	MEA	100000	2000			FI026Q9HB5		ABJT05						airporthubnet		APH
ABJ	COTE D'IVOIRE		PABJ364	Secondary	gigabitethernet0/0/1	DSL	8192	8192			FI01R4WPC9		LONX03	SELECT OFFNET	XDAABJ1013				airporthubnet		APH
ABV	NIGERIA		PABV165	Primary	gigabitethernet0/0/1	DSL	8192	2048			FI01VN77B2		LONT04	SELECT OFFNET	CA0C9AF3BF				airporthubnet		APH
ABV	NIGERIA		PABV174	Secondary	gigabitethernet0/0/1	DSL	8192	2048			FI0204S99A		LONX03	SELECT OFFNET	CA0CGTC5C1				airporthubnet		APH
ABZ	UNITED KINGDOM		PABZ492	Primary	gigabitethernet0/0/1	MEA	100000	8000			GO0A999T36		ITST01	BT WHOLESALE	ETHC15299497				airporthubnet		APH
ABZ	UNITED KINGDOM		PABZ493	Secondary	gigabitethernet0/0/1	DSL	20000	16000			GO0A999B20		LONX03	TALK TALK TELECOMMUNICATIONS LIMITED	TTB0854155				airporthubnet		APH
ACC	GHANA		PACC389	Primary	gigabitethernet0/2	DSL	30720	30000			FI01HQD0F4		LONX03	ORANGE BUSINESS SERVICES	OBS_RA_SITA_AIRCOM_CNT_FOC_6MB_DI				airporthubnet		APH
ACC	GHANA		PACC394	Secondary	gigabitethernet0/1	MEA	10000	10000			FI028VHAAE		ACCT04	INTERNET SOLUTIONS GHANA LTD	CA0CNF01A9				airporthubnet		APH
ADD	ETHIOPIA		PADD290	Primary	gigabitethernet0/0/1	MEA	1000000	4000			FI01ZVNE90		ADDD01	-	Customer owned circuit				airporthubnet		APH
ADD	ETHIOPIA		PADD291	Secondary	gigabitethernet0/0/1	DSL	8192	4000			FI01ZVNK9E		LONX03	-	SITA/FO/SITA_BUNGO-BIC				airporthubnet		APH
ADL	AUSTRALIA		PADL173	Primary	fastethernet0/1/0	MEA	100000	20000	-	-	FI01NM0VD9	KMEL611	MELT02	TELSTRA	N3379003L				airporthubnet		APH
ADL	AUSTRALIA		PADL174	Secondary	fastethernet0/1/0	MEA	20480	20000			FI028VK1DE		SYDT02	TELSTRA	N2200908L				airporthubnet		APH
AEP	ARGENTINA		PAEP069	Secondary	gigabitethernet0/1/0	MEA	100000	30000			FI028FLTD8		MIAL02						airporthubnet		APH
AEP	ARGENTINA		PAEP070	Primary	gigabitethernet0/1/0	MEA	100000	20000	-	-	FI026SE9CB	KAEP610	BUEL01						airporthubnet		APH
AER	RUSSIAN FEDERATION		PAER018	Primary	gigabitethernet0/1	MEA	10000	1000			FI01M5SCDC		MOWD01	ORANGE BUSINESS SERVICES	ME003820SDH				airporthubnet		APH
AER	RUSSIAN FEDERATION		PAER019	Secondary	gigabitethernet0/1	MEA	10000	1000			FI01M5SEDA		LEDD01	ORANGE BUSINESS SERVICES	CA0ATRJX90				airporthubnet		APH
AGP	SPAIN		PAGP227	Primary	gigabitethernet0/1	MEA	1000000	10000			FI01FEKZE5		MADT04	ORANGE SPAIN	TIS-00000038923				airporthubnet		APH
AGP	SPAIN		PAGP228	Secondary	gigabitethernet0/1	DSL	1000000				FI01FEL08F		LONT04	VODAFONE ONO SAU	CA0EEV91B1				airporthubnet		APH
AGP	SPAIN		PAGP228	Secondary	serial0/0/0:0	FR	2048	2048			FI01FEL08F		BCNT02	VODAFONE ONO SAU	AETH/055965				airporthubnet		APH
AGU	MEXICO		PAGU053	Primary	gigabitethernet0/0/1	MEA	100000	10000			FI027XSP98		MTYL01	AXTEL S.A. DE C.V.	1-26RCX12				airporthubnet		APH
AGU	MEXICO		PAGU054	Secondary	gigabitethernet0/0/1	DSL	8192	15000			FI01TQ9W90		ATLL02	SELECT OFFNET	STA.52449.D001				airporthubnet		APH
AJA	FRANCE		PAJA254	Primary	gigabitethernet8	DSL	15000	2000			GO03BCAXC8		FRAX01	-	CA0ANAPXFA				airporthubnet		APH
AJA	FRANCE		PAJA255	Secondary	gigabitethernet8	DSL	15000	2000			GO03B8L4BE		FRAT01	Select Offnet	CA0ANARZF8				airporthubnet		APH
AKL	NEW ZEALAND		PAKL320	Primary	gigabitethernet0/1	MEA	100000	50000	-	-	FI01PAFFE1	KWLG610	WLGT02	VODAFONE NEW ZEALAND LIMITED	APL9094703				airporthubnet		APH
AKL	NEW ZEALAND		PAKL321	Secondary	gigabitethernet0/1	MEA	100000	50000	-	-	FI01PBFVFB	KAKL610	AKLT04	VODAFONE NEW ZEALAND LIMITED	APL9120470				airporthubnet		APH
ALC	SPAIN		PALC268	Primary	gigabitethernet0/0/1	MEA	10000				FI01FX6TA5		MADT04	ORANGE SPAIN	LAP00292803				airporthubnet		APH
ALC	SPAIN		PALC269	Secondary	serial0/1/0:0	FR	1984				FI01MEGDF8		BCNT02	ORANGE SPAIN	28100002771516				airporthubnet		APH
ALG	ALGERIA		PALG451	Primary	gigabitethernet0/2	MEA	100000	100000			FI026C09A8		LONX03						airporthubnet		APH
ALG	ALGERIA		PALG452	Secondary	gigabitethernet0/1	DSL	16384	16384					FRAX01	Select Offnet					airporthubnet		APH
AMM	JORDAN		PAMM245	Primary	gigabitethernet0/0/1	MEA	1000000	4000	-	-	FI01TW2Z89	KAMM510	AMMT03	ZAIN JORDAN	798274381				airporthubnet		APH
AMM	JORDAN		PAMM246	Secondary	gigabitethernet0/0/1	MEA	1000000	10000	-	-	FI01GQNX9C	KAMM610	AMMT04	JORDAN TELECOM GROUP	LLE0055320				airporthubnet		APH
AMS-SOA	NETHERLANDS		PAMS2600	Primary	gigabitethernet0/1	MEA	1000000	300000			FI01T75XCB		AMSX01	TELE2 NETHERLANDS NV	CA0BHD71B1				airporthubnet		APH
AMS-SOA	NETHERLANDS		PAMS2601	Secondary	gigabitethernet0/1	MEA	1000000	300000	-	-	FI01T760A3	KZYO550	ZYOT01	T MOBILE WHOLESALE	CA0BHD8HC8				airporthubnet		APH
AMS-1S	NETHERLANDS		PAMS2779	Standalone	gigabitethernet0/0/1	MEA	1000000	1000000	-	-	FI028EY6B0	KAMS650	AMST02						airporthubnet		APH
AMS-1A-S2	NETHERLANDS		PAMS3013	Standalone	gigabitethernet0/0/1	MEA	1000000	1000000			FI029WUPB9		AMST02						airporthubnet		APH
ANC	UNITED STATES		PANC081	Primary	gigabitethernet0/1	MEA	10000	5000			FI01JS6A89		SEAL02	AT&T	KPGN983893ATI				airporthubnet		APH
ANC	UNITED STATES		PANC082	Secondary	gigabitethernet0/1	MEA	100000	5000			FI01JS6G8F		SJCL03	AT&T	L4GN905995				airporthubnet		APH
ANP-s1	UNITED STATES		PANP045	Primary	gigabitethernet0/0/1	MEA	100000	6000			GO0AY3G76C		IADL01	LUMEN TECHNOLOGIES LLC	CA0D5DVKB6				airporthubnet		APH
ANP-s1	UNITED STATES		PANP046	Secondary	gigabitethernet0/0/1	DSL	10000	10000			GO0AY3G56E		NYCT02	LUMEN TECHNOLOGIES LLC	CA0D5M4B89				airporthubnet		APH
ANU	ANTIGUA AND BARBUDA		PANU060	Primary	gigabitethernet0/1	MEA	100000	20000			FI01NKKPCB		MIAL02	LIME	OR-108956				airporthubnet		APH
ANU	ANTIGUA AND BARBUDA		PANU061	Secondary	gigabitethernet0/1	DSL	81920	60000			FI01NKKRC9		ATLL02	SELECT OFFNET	SITAANBAR-091121				airporthubnet		APH
APW	SAMOA		PAPW017	Primary	gigabitethernet0/1	MEA	100000	4000	-	-	FI029RZ9CE	KRSE510	SYDX01	VODAFONE	LDC800				airporthubnet		APH
APW	SAMOA		PAPW022	Secondary	gigabitethernet0/1	DSL	1000000	4000			FI01VD3QE8		SINX01	DIGICELL	CA0BYAJRCC				airporthubnet		APH
AQJ	JORDAN		PAQJ008	Primary	gigabitethernet0/0/1	MEA	1000000	2000			FI0297E198		AMMT04	JORDAN TELECOM GROUP	LLE9758432				airporthubnet		APH
AQJ	JORDAN		PAQJ009	Secondary	gigabitethernet0/0/1	DSL	10000	6000			FI028CX6A4		AMSX01	EXPEREO INTERNATIONAL	DIA/HNI/ORANGE/10M/ 1213/SGIDA1257				airporthubnet		APH
ARN	SWEDEN		PARN041	Secondary	gigabitethernet0/0/1	MEA	100000	50000	-	-	FI0299SQDF	KCPH515	CPHT02	GLOBALCONNECT	DGC-00003				airporthubnet		APH
ASB	TURKMENISTAN		PASB054	Standalone	serial0/0/1:0	FR	2048				FI01W1BPD7		MOWT01	TURKMENTELECOM	CID-009-423				airporthubnet		APH
ASM	ERITREA		PASM037	Standalone	gigabitethernet0/1	DSL	8192	8192			FI025TJFA5		LONX03	GLOBAL TELECOM SERVICES B.V	ASM-IVC1098				airporthubnet		APH
ASM	ERITREA		PASM037	Standalone	serial0/0/0	FR	512	512			FI025TJFA5		ZPWT01	GLOBAL TELECOM SERVICES B.V	ASM-IVC1098				airporthubnet		APH
ASU	PARAGUAY		PASU116	Primary	gigabitethernet0/1	MEA	10000	10000	a0:ec:f9:92:7d:61	-	FI0292SNF9	KMIA512	MIAL01	-	41712-80893-LPI1-PRU				airporthubnet		APH
ASU	PARAGUAY		PASU117	Secondary	gigabitethernet0/0/0	DSL	30720	30720			FI01GR7U9B		ATLL02	-	STA.59521.D003				airporthubnet		APH
ATH	GREECE		PATH1861	Primary	gigabitethernet0/0/0	MEA	100000	50000	-	-	FI029MB482	KATH510	ATHT01						airporthubnet		APH
ATH	GREECE		PATH1862	Secondary	gigabitethernet0/0/1	MEA	100000	50000	-	-	FI029MB781	KATH612	ATHT04						airporthubnet		APH
ATL-F	UNITED STATES		PATL1527	Primary	gigabitethernet0/0/1	MEA	1000000	5000			FI029BZKDF		ATLL02	AT&T	229537334				airporthubnet		APH
ATL-F	UNITED STATES		PATL1528	Secondary	gigabitethernet0/0/1	MEA	1000000	5000			FI029BZNDA		IADL01	AT&T	DNEC.741302..ATI				airporthubnet		APH
ATL-DC1	UNITED STATES		PATL1749	Primary	gigabitethernet0/0/1	MEA	1000000	450000	-	-	FI01F6DBD4	KFOP510	ATLD01						airporthubnet		APH
ATL-DC1	UNITED STATES		PATL1750	Secondary	gigabitethernet0/0/1	MEA	1000000	450000	-	-	FI01F6DJDC	KFOP511	ATLD01						airporthubnet		APH
ATL-NGDC	UNITED STATES		PATL2067	Primary	gigabitethernet0/0/3	MEA	1000000	1000000	a0:23:9f:59:17:03	-	FI01VZLZA7	KFOP510	ATLD01	QTS	CA0C1RG1D7				airporthubnet		APH
ATL-NGDC	UNITED STATES		PATL2068	Secondary	gigabitethernet0/0/1	MEA	1000000	1000000			FI023HW39B		ATLD01	-	CA0DP3N5FF				airporthubnet		APH
AUA	ARUBA		PAUA080	Primary	gigabitethernet0/1	MEA	100000	15000	-	-	FI01Q4ZQC8	KMIA515	MIAL01						airporthubnet		APH
AUA	ARUBA		PAUA081	Secondary	gigabitethernet0/1	MEA	100000	15000	-	-	FI0270QWEC	KPTY610	PTYL02	INTELIGLOBE	STA.297.A004				airporthubnet		APH
AUH	UNITED ARAB EMIRATES		PAUH218	Primary	gigabitethernet0/0/2	MEA	100000	100000	-	-	FI028ALQCC	KDXB611	DXBS02	ETISALAT	0036MWT4				airporthubnet		APH
AUH	UNITED ARAB EMIRATES		PAUH219	Secondary	gigabitethernet0/0/2	MEA	100000	100000			FI028ALTC9		DXBS03	ETISALAT	DNI-60670				airporthubnet		APH
AUH	UNITED ARAB EMIRATES		PAUH823	Standalone	gigabitethernet0/0/1	MEA	10000	10000			GO0F5GN53C		DXBS02						airporthubnet		APH
AUH	UNITED ARAB EMIRATES		PAUH824	Standalone	gigabitethernet0/0/1	MEA	10000	10000			GO0F5GPM44		DXBS03						airporthubnet		APH
AYT	TURKEY		PAYT152	Secondary	gigabitethernet0/0/1	DSL	8192	10000			FI01MNT4B1		STOT02	-	10205010052				airporthubnet		APH
AYT	TURKEY		PAYT156	Primary	serial0/0/0	FR	2048						IZMT01						airporthubnet		APH
BAH-T2	BAHRAIN		PBAH425	Primary	gigabitethernet0/0/0	MEA	100000	8192	-	-	FI029UXBA4	KBAH512	BAHT01	BAHRAIN TELECOMMUNICATIONS COMPANY					airporthubnet		APH
BAH-T2	BAHRAIN		PBAH426	Secondary	gigabitethernet0/0/0	DSL	30720	25000			GO08QPZ451		AMSX01	SELECT OFFNET	customer managed				airporthubnet		APH
BCN	SPAIN		PBCN867	Primary	gigabitethernet0/0/1	MEA	1000000	100000			FI029L4XEB		MADT04						airporthubnet		APH
BCN	SPAIN		PBCN868	Secondary	gigabitethernet0/0/1	MEA	1000000	100000	00:b8:b3:fb:1f:71	-	FI029L4ZE9	KBCN511	BCNT02						airporthubnet		APH
BDA	BERMUDA		PBDA099	Primary	gigabitethernet0/0/1	MEA	1000000	15000			FI022UCRB7		MIAL01	LOGIC COMMUNICATIONS LTD	ONE22104				airporthubnet		APH
BDA	BERMUDA		PBDA100	Secondary	gigabitethernet0/0/1	DSL	51200	40000			FI01TNPPD6		ATLL02	SELECT OFFNET	XDABDA1021				airporthubnet		APH
BDL	UNITED STATES		PBDL117	Primary	gigabitethernet0/0/1	MEA	100000	2000			FI01PMLECA		NYCT02	AT&T	KPGN.919497..ATI..				airporthubnet		APH
BDL	UNITED STATES		PBDL117	Primary	gigabitethernet0/2	MEA	1000000	10000			FI02900981		NYCT02	AT	CA0EELV5EA				airporthubnet		APH
BDL	UNITED STATES		PBDL118	Secondary	gigabitethernet0/0/1	DSL	100000	3000			FI01PMLGC8		ATLL02	SELECT OFFNET	TI-1600780-01				airporthubnet		APH
BDS	ITALY		PBDS092	Primary	gigabitethernet8	DSL	8192	1420			FI01U0YEC4		FRAT01	SELECT OFFNET	CA0BQ3N382				airporthubnet		APH
BDS	ITALY		PBDS093	Secondary	gigabitethernet8	DSL	8192	1510			FI01U0YGC6		LONT04	SELECT OFFNET	CA0BQKUDE5				airporthubnet		APH
BEG	SERBIA		PBEG351	Primary	gigabitethernet0/2	MEA	100000	4000			FI01ZBLJE7		VIEX02	A1 TELEKOM AUSTRIA AG	EPR 1921924 Beograd - Wien				airporthubnet		APH
BEG	SERBIA		PBEG355	Secondary	gigabitethernet0/2	MEA	100000	4048			FI01ZPHY98		VIET01	A1 TELEKOM AUSTRIA AG	EPR 1921924 Beograd - Wien				airporthubnet		APH
BEL	BRAZIL		PBEL058	Primary	gigabitethernet8	DSL	15000	4000			FI01LF3SE6		ATLL02	-	CA0ATV3T87				airporthubnet		APH
BEL	BRAZIL		PBEL059	Secondary	gigabitethernet9	DSL	10000				FI01LF3UE0		ATLL02	SELECT OFFNET	CA0CDYH7EE				airporthubnet		APH
BER	GERMANY		PBER1748	Primary	gigabitethernet0/0/1	MEA	1000000	100000			FI029QNRAF		HAMX01	DT WHOLESALE	448/WEV/30000/30000/10093V				airporthubnet		APH
BER	GERMANY		PBER1749	Secondary	gigabitethernet0/0/1	MEA	1000000	100000			FI029QNSAE		FRAT01	DT WHOLESALE	448/WEV/30000/30000/10094V				airporthubnet		APH
BEY	LEBANON		PBEY371	Primary	mfr1	FR	6144	6144			FI023BC9AD		BEYS01	ORANGE BUSINESS SERVICES	undefined				airporthubnet		APH
BEY	LEBANON		PBEY371	Primary	serial01/mfr1	FR	6144				FI023BC9AD		BEYS01	ORANGE BUSINESS SERVICES	CA0BLAY7AA				airporthubnet		APH
BEY	LEBANON		PBEY372	Secondary	gigabitethernet0/0/1	MEA	100000	6000	-	-	FI0284C797	KQJQ510	BEYT03						airporthubnet		APH
BEY-DR	LEBANON		PBEY634	Standalone	gigabitethernet0/1	DSL	16384	10000			FI027X6G8F		FRAX01	SELECT OFFNET	12-00002-30				airporthubnet		APH
BGI	BARBADOS		PBGI107	Primary	gigabitethernet0/1	MEA	100000				FI01QGQJFA		MIAL02	LIME	20521.BB				airporthubnet		APH
BGI	BARBADOS		PBGI108	Secondary	gigabitethernet0/1	DSL	15000	6000			FI01QGQPE0		ATLL02	SELECT OFFNET	2035				airporthubnet		APH
BGY	ITALY		PBGY320	Primary	serial0/1/0:0	FR	1984				FI01NVDD91		MILT02	RETELIT S.P.A.	408-084029				airporthubnet		APH
BGY	ITALY		PBGY321	Secondary	gigabitethernet0/0/1	DSL	8000	8000					FRAX01	Select Offnet					airporthubnet		APH
BHX	UNITED KINGDOM		PBHX481	Primary	fastethernet2/1	MEA	100000	4096			FI01BYTLBB		LONT04	COLT TECHNOLOGY SERVICES	LON/BHX/LE-158331				airporthubnet		APH
BHX	UNITED KINGDOM		PBHX481	Primary	gigabitethernet0/0/1	MEA	4096				FI01SNVVD3		LONT04	COLT TECHNOLOGY SERVICES	CA09W1U9DB				airporthubnet		APH
BHX	UNITED KINGDOM		PBHX482	Secondary	gigabitethernet0/0/1	DSL	16384	20000					LONX03	Select Offnet					airporthubnet		APH
BIA	FRANCE		PBIA030	Primary	gigabitethernet8	DSL	16384	2000			FI01SYK8CF		FRAX01	Select Offnet	CA0BH4KHEB				airporthubnet		APH
BIA	FRANCE		PBIA031	Secondary	gigabitethernet8	DSL	16384	3000			FI01SYKEB2		LONX03	Select Offnet	CA0BH4M99A				airporthubnet		APH
BJL	GAMBIA		PBJL034	Primary	gigabitethernet8	DSL	8192	3000					FRAX01	Select Offnet					airporthubnet		APH
BJL	GAMBIA		PBJL035	Secondary	gigabitethernet8	DSL	16384	3000					LONT04	Select Offnet					airporthubnet		APH
BJS	CHINA		PBJS686	Primary	gigabitethernet0/0/0	MEA	100000				FI01ZXFTA6		BJSS02	CIVIL AVIATION TELECOMMUNICATION CORPORATION	Beijing  37973356				airporthubnet		APH
BJS	CHINA		PBJS687	Secondary	gigabitethernet0/0/0	MEA	100000				FI01ZXHHBA		SHAS99	CIVIL AVIATION TELECOMMUNICATION CORPORATION	Beijing ShangHai ETN4837NP/B18644279				airporthubnet		APH
BJX	MEXICO		PBJX087	Primary	gigabitethernet0/0/1	MEA	100000	10000			FI01T7D6A5		MEXT02	AXTEL S.A. DE C.V.	ETAA000249655				airporthubnet		APH
BJX	MEXICO		PBJX088	Secondary	gigabitethernet0/0/1	DSL	30720	30000			FI01T7D9AA		ATLL02	SELECT OFFNET	STA.52472.D001				airporthubnet		APH
BKI	MALAYSIA		PBKI053	Primary	gigabitethernet0/1	MEA	10000	10000	-	-	FI026MS88E	KKUL519	KULT05						airporthubnet		APH
BKI	MALAYSIA		PBKI056	Secondary	gigabitethernet0/1	MEA	100000	4000	-	-	FI026MS98F	KKUL525	KULT03						airporthubnet		APH
BKI	MALAYSIA		PBKI056	Secondary	gigabitethernet0/2	MEA	10000	10000			GO04NV0BC0		KULT03						airporthubnet		APH
BKK	THAILAND		PBKK717	Primary	gigabitethernet0/1	MEA	100000	40000	-	-	FI01LJA5A8	KHKG550	HKGT01	PCCW	SPR(PCG) LV000502				airporthubnet		APH
BKK	THAILAND		PBKK718	Secondary	gigabitethernet0/1	MEA	100000	40000	-	-	FI029LN784	KXSP650	SINX01	PCCW	SIT006.0001.PI.05				airporthubnet		APH
BLL	DENMARK		PBLL030	Primary	gigabitethernet0/0/1	MEA	100000	2048	-	-	FI028WC2D8	KCPH515	CPHT02						airporthubnet		APH
BLL	DENMARK		PBLL031	Secondary	gigabitethernet0/0/1	DSL	8000	8000					STOT02	Select Offnet					airporthubnet		APH
BLQ	ITALY		PBLQ377	Primary	gigabitethernet0/1	MEA	100000	20480	-	-	FI01U1XMC9	KMIL519	MILT02	RETELIT S.P.A.					airporthubnet		APH
BLQ	ITALY		PBLQ378	Secondary	gigabitethernet0/1	MEA	100000	20480	-	-	FI019RM8F3	KMIL614	ROMT05						airporthubnet		APH
BLR	INDIA		PBLR469	Primary	gigabitethernet0/1	MEA	100000	30000	00:1e:79:57:fc:1b	-	FI029RQGB0	KMYQ517	BLRT03						airporthubnet		APH
BLR	INDIA		PBLR471	Secondary	fastethernet0/1	MEA	100000	30000	-	-	FI029RQJBD	KMYQ518	BLRT07	BHARTI AIRTEL LIMITED					airporthubnet		APH
BNE	AUSTRALIA		PBNE440	Primary	gigabitethernet0/0/1	MEA	1000000	300000	-	-	FI029EXJCF	KBWU551	SYDT02	TELSTRA	N7656370Q				airporthubnet		APH
BNE	AUSTRALIA		PBNE441	Secondary	gigabitethernet0/0/1	MEA	1000000	300000			FI029EXLC9		BNET01	TELSTRA	N7630633Q				airporthubnet		APH
BOD	FRANCE		PBOD733	Primary	gigabitethernet0/0/1	MEA	1000000	20000			FI01WQZK8C		PART06	ORANGE SA	0044DZN0				airporthubnet		APH
BOD	FRANCE		PBOD734	Secondary	gigabitethernet0/0/1	DSL	16384	8000					FRAT01	Select Offnet					airporthubnet		APH
BOG	COLOMBIA		PBOG483	Primary	gigabitethernet0/1	MEA	1000000				FI023MBYEF		SINX01	UFINET LATAM SLU	COUSORA10063095C				airporthubnet		APH
BOG	COLOMBIA		PBOG483	Primary	gigabitethernet0/2	MEA	100000	30000			FI023MGEF3		MIAL02	UFINET LATAM SLU	COUSORA10063095C				airporthubnet		APH
BOG	COLOMBIA		PBOG484	Secondary	gigabitethernet0/2	MEA	100000				FI023MGRE4		PTYL01	UFINET LATAM SLU	COPAORA10063225C				airporthubnet		APH
BOM-AAI25	INDIA		PBOM1303	Primary	gigabitethernet0/1	MEA	100000	6000	-	-	FI014U7K92	KRTC520	BOMT07						airporthubnet		APH
BOM-AAI25	INDIA		PBOM1303	Primary	gigabitethernet0/2	MEA	100000	16000	-	-	FI01YR1Z94	KRTC522	BOMT07	TATA COMMUNICATIONS LIMITED	091MUMB1143033060924				airporthubnet		APH
BOM-AAI25	INDIA		PBOM1304	Secondary	gigabitethernet0/2	MEA	100000	20000	-	-	FI01YR1X96	KRTC612	BOMT07	TATA COMMUNICATIONS LIMITED	091MUMB1143033055904				airporthubnet		APH
BOM	INDIA		PBOM1442	Primary	gigabitethernet0/0/1	MEA	1000000	200000			FI029SGDB6		BOMT07						airporthubnet		APH
BOM	INDIA		PBOM1449	Secondary	gigabitethernet0/0/1	MEA	1000000		-	-	FI01VME9B6	KRTC650	BOMT08	TATA TELESERVICES LIMITED	SITA Provided				airporthubnet		APH
BOM-AAI	INDIA		PBOM2898	Primary	gigabitethernet0/0/2	MEA	100000	20000	-	-	FI029VSEA9	KRTC612	BOMT08						airporthubnet		APH
BON	BONAIRE, SINT EUSTATIUS AND SABA		PBON018	Primary	gigabitethernet0/1	MEA	10000	8000			FI028B4FD1		MIAL02						airporthubnet		APH
BON	BONAIRE, SINT EUSTATIUS AND SABA		PBON019	Secondary	gigabitethernet0/1	DSL	30720	25000			FI01QA4RF6		ATLL02	-	STA.599.D005				airporthubnet		APH
BOS	UNITED STATES		PBOS311	Secondary	gigabitethernet0/0/1	DSL	8192	8192					NYCT02	Select Offnet					airporthubnet		APH
BOS	UNITED STATES		PBOS312	Primary	gigabitethernet0/1	MEA	100000	50000			FI029HVVFE		NYCT02	AT&T	95KFGS004255NE				airporthubnet		APH
BOS-C	UNITED STATES		PBOS932	Primary	gigabitethernet0/0/1	MEA	100000	50000			FI028RFQA5		NYCT02						airporthubnet		APH
BOS-C	UNITED STATES		PBOS933	Secondary	gigabitethernet0/0/0	DSL	51200	51200			FI025HAXF0		NYCT02	VERIZON BUSINESS	E4069229				airporthubnet		APH
BRE	GERMANY		PBRE378	Secondary	gigabitethernet0/0/1	DSL	8192	8192			FI01Q92ZEE		LONX03	-	551501				airporthubnet		APH
BRE	GERMANY		PBRE383	Primary	gigabitethernet0/0/1	MEA	100000				FI01S6TAD4		FRAX01	DT WHOLESALE	CA0BHA5HD6				airporthubnet		APH
BRI	ITALY		PBRI123	Primary	gigabitethernet8	DSL	8192	8192			FI01U0YMCC		FRAT01	SELECT OFFNET	CA0BUQKZA7				airporthubnet		APH
BRI	ITALY		PBRI124	Secondary	gigabitethernet8	DSL	8192	8192			FI01U0YXD9		LONT04	SELECT OFFNET	CA0BUQL9C4				airporthubnet		APH
BRQ	CZECH REPUBLIC		PBRQ214	Primary	gigabitethernet8	DSL	15000	2000			FI01LY8KBF		FRAX01	-	CA0ATBQME6				airporthubnet		APH
BRQ	CZECH REPUBLIC		PBRQ215	Secondary	gigabitethernet8	DSL	15000	2000			FI01LYK2C6		STOT02	-	CA0AR3G9B4				airporthubnet		APH
BRU	BELGIUM		PBRU4113	Primary	gigabitethernet0/1	MEA	100000	30000	08:17:35:01:14:1b	-	FI028H7CE8	KBRU515	BRUT03	TELENET	MLE37A07270301				airporthubnet		APH
BRU	BELGIUM		PBRU4114	Secondary	gigabitethernet0/1	MEA	1000000	1000000	ec:30:91:03:6c:1b	-	FI011ULK92	KBRU616	BRUX01	TELENET	MLE37B07270302				airporthubnet		APH
BSB	BRAZIL		PBSB257	Primary	gigabitethernet0/1	MEA	10000	40000			FI01T3Z6BE		SAOL01	COMPULINE					airporthubnet		APH
BSB	BRAZIL		PBSB267	Secondary	gigabitethernet0/0/2	MEA	100000	40000			FI027RUNBA		RIOL02						airporthubnet		APH
BSL	SWITZERLAND		PBSL167	Primary	gigabitethernet0/0/1	MEA	100000	2000	-	-	FI029EUFC3	KZRH617	ZRHX02						airporthubnet		APH
BSL	SWITZERLAND		PBSL168	Secondary	gigabitethernet0/0/1	DSL	8000	8000					FRAX01	Select Offnet					airporthubnet		APH
BUD	HUNGARY		PBUD475	Primary	gigabitethernet0/0/1	MEA	100000	20000			FI021GAHC1		BUDT03						airporthubnet		APH
BUD	HUNGARY		PBUD476	Secondary	gigabitethernet0/0/1	MEA	100000	20000			FI029W5HA1		BUDT04						airporthubnet		APH
BUR	UNITED STATES		PBUR037	Primary	gigabitethernet0/0/1	MEA	100000	20000			FI029Q8CBE		SJCL03	GTT	GTT/002445646				airporthubnet		APH
BUR	UNITED STATES		PBUR038	Secondary	gigabitethernet0/0/1	DSL	51200	51200			FI01H5EFD9		ATLL02	SELECT OFFNET	1010851961				airporthubnet		APH
BUS	GEORGIA		PBUS018	Primary	gigabitethernet8	DSL	8192	5000			FI01L04CC1		FRAX01	Select Offnet	CA0D280TA1				airporthubnet		APH
BUS	GEORGIA		PBUS019	Secondary	gigabitethernet8	DSL	8192	5000			FI01L171B6		FRAT01	Select Offnet	CA0D281DB1				airporthubnet		APH
BWN	BRUNEI DARUSSALAM		PBWN081	Primary	gigabitethernet0/0/1	MEA	100000	2000	70:35:09:d3:97:d1	-	FI01XMXQDD	KXSP522	SINX01						airporthubnet		APH
BWN	BRUNEI DARUSSALAM		PBWN082	Secondary	gigabitethernet0/0/0	DSL	100000				FI01XMXWDB		SINX01	SELECT OFFNET	CA0CDEAPC2				airporthubnet		APH
BZE	BELIZE		PBZE023	Primary	gigabitethernet0/1	MEA	10000	7000			FI026YBS9D		MIAL02						airporthubnet		APH
BZE	BELIZE		PBZE024	Secondary	gigabitethernet0/1	DSL	30720	20000			FI01QXEAB0		ATLL02	SELECT OFFNET	XDABZE1019				airporthubnet		APH
CAE	UNITED STATES		PCAE045	Primary	gigabitethernet0/0/0	MEA	100000	50000			FI028SQUA4		ATLL02						airporthubnet		APH
CAE	UNITED STATES		PCAE046	Secondary	gigabitethernet0/0/1	DSL	100000	100000			FI028CF1A3		ATLL02	AT	IUEC967081 ATI				airporthubnet		APH
CAG	ITALY		PCAG080	Primary	gigabitethernet8	DSL	6144	2000					LONX03	Select Offnet					airporthubnet		APH
