Device_name	hostname	IP_admin	Device_reference	ORD__Node_status	ORD__Router_type___role	ORD__Customer_code	ORD__Customer_name	ORD__Main_Community___VPN	ORD__Origin	ORD__USID___Service_Usine	ORD__Orange_Site_Ref_	ORD__Customer_defined_code	ORD__Chassis_type	Center_code	ORD__Country_code	ORD__Country_name	ORD__POP_name	Chassis_type	CLI__CPU_reference	CFG__Router_description	Auto__Topo__Site_	Topo__Site_Ref_	Cascaded	Virt____Stack_	UCPE_name	model	ORD__POP_code	Site_Code_Iata	Peer_device	MCS_role	CPU	Memory	Storage
HSJO0001	HSJO0001	57.215.54.243																							UCPESJO0001	hypervisor		SJO					
PSJO541	PSJO541	57.220.172.167	PSJO541	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	GO0DSW2571	CI00202735 ~ 53849_CRI_SAN JOSE_00003 ~ ALAJUELA. SAN JOSE. COSTA RICA, SOTANO. AREA DE CARRUSELES, 200-4003, SAN JOSE, COSTA RICA	APHS0+-CAT1-SJO-PRI-IPVPN	encs5412/k9	-	CR	COSTA RICA	SAN JOSE	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET SAN JOSE PSJO541 Virtual Machine hosted by ENCS HSJO0001 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PSJO400.PSJO402	PSJO400.PSJO402		-	UCPESJO0001	router_center_isrv	SJO	SJO	PSJO542	primary			
PSJO556	PSJO556	10.247.53.231	PSJO556	O/L	ICN_CPE_ROUTER	164	united airlines  inc.	unitednet	SITA	GO0EZCUK60	CI00113959 ~ 164_CRI_SAN JOS  PROVINCE_001 ~ AEROPUERTO INTERNATIONAL JUAN SANTAMARIA, RM # B14,CONTINENTAL AIRLINES, 13-4003, SAN JOS  PROVINCE, COSTA RICA	SJOCS	vedge-cloud-dna	-	CR	COSTA RICA	SAN JOSE	vedgecloud	-	 APH-S S0+ Primary vEdge PSJO556\n Customer UA United Airlines\n Profile GOLD + LBO	PSJO556.PSJO557	PSJO556.PSJO557		-	UCPESJO0001	sdwan_center_vedge	SJO	SJO	PSJO557	primary	2	4096	10240
HSJO0002	HSJO0002	57.205.114.144																							UCPESJO0002	hypervisor		SJO					
PSJO542	PSJO542	57.220.192.102	PSJO542	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	GO0DSW2773	CI00202735 ~ 53849_CRI_SAN JOSE_00003 ~ ALAJUELA. SAN JOSE. COSTA RICA, SOTANO. AREA DE CARRUSELES, 200-4003, SAN JOSE, COSTA RICA	APHS0+-CAT1-SJO-SEC-IPVPN	encs5412/k9	-	CR	COSTA RICA	SAN JOSE	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET SAN JOSE PSJO542 Virtual Machine hosted by ENCS HSJO0002 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PSJO400.PSJO402	PSJO400.PSJO402		-	UCPESJO0002	router_center_isrv	SJO	SJO	PSJO541	backup			
PSJO557	PSJO557	10.247.53.232	PSJO557	O/L	ICN_CPE_ROUTER	164	united airlines  inc.	unitednet	SITA	GO0EZCUL67	CI00113959 ~ 164_CRI_SAN JOS  PROVINCE_001 ~ AEROPUERTO INTERNATIONAL JUAN SANTAMARIA, RM # B14,CONTINENTAL AIRLINES, 13-4003, SAN JOS  PROVINCE, COSTA RICA	SJOCS	vedge-cloud-dna	-	CR	COSTA RICA	SAN JOSE	vedge-cloud	-	 APH-S S0+ Primary vEdge PSJO557\n Customer UA United Airlines\n Profile GOLD + LBO	PSJO556.PSJO557	PSJO556.PSJO557		-	UCPESJO0002	sdwan_center_vedge	SJO	SJO	PSJO556	backup	2	4096	10240
HSUB0007	HSUB0007	57.220.255.11																							UCPESUB0007	hypervisor		SUB					
PSUB239	PSUB239	57.220.255.27	PSUB239	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI023UH3D5	CI00179437 ~ 53849_IDN_SURABAYA_002 ~ TERMINAL 1A,JUANDA INTERNATIONAL AIRPORT, 61253, SURABAYA, INDONESIA	-	encs5412/k9	-	ID	INDONESIA	SURABAYA	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET SURABAYA PSUB239 Virtual Machine hosted by ENCS HSUB0007 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PSUB126.PSUB127	PSUB126.PSUB127		-	UCPESUB0007	router_center_isrv	SUB	SUB	PSUB240	primary			
PSUB252	PSUB252	10.247.38.242	PSUB252	O/L	ICN_CPE_ROUTER	85	cathay pacific airways	cxnet	SITA	FI025PZ0C8	CI00190629 ~ 43027_IDN_EAST JAVA_001 ~ SURABAYA, JUANDA INTERNATIONAL AIRPORT T2, 61253A, EAST JAVA, INDONESIA	SUB-APT-BO-1	vedge-cloud-dna	-	ID	INDONESIA	SURABAYA	vedgecloud	-	APH-S S0+ Primary vEdge PSUB252\n Customer CX Cathay Pacific\n Profile GOLD + LBO	PSUB252.PSUB254	PSUB252.PSUB254		-	UCPESUB0007	sdwan_center_vedge	SUB	SUB	PSUB254	primary	2	4096	10240
PSUB257	PSUB257	10.247.39.19	PSUB257	O/L	ICN_CPE_ROUTER	60	singapore airlines ltd.	sqnet	SITA	FI0272RJFE	CI00202683 ~ 60_IDN_SUNGAI SERUT_001 ~ BANDARA INTERNATIONAL JUANDA, TERMINAL 2, 61253, SUNGAI SERUT, INDONESIA	SUB_AP2_SDN	vedge-cloud-dna	-	ID	INDONESIA	SURABAYA	vedge-cloud	-	 APH-S S0+ Primary vEdge PSUB257\n Customer SQ Singapore Airlines\n Profile GOLD + LBO ZSCALER + DBO	PSUB257.PSUB258	PSUB257.PSUB258		-	UCPESUB0007	sdwan_center_vedge	SUB	SUB	PSUB258	primary	2	4096	10240
HSUB0008	HSUB0008	57.205.18.149																							UCPESUB0008	hypervisor		SUB					
PSUB240	PSUB240	57.205.18.131	PSUB240	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI023UH6D0	CI00179437 ~ 53849_IDN_SURABAYA_002 ~ TERMINAL 1A,JUANDA INTERNATIONAL AIRPORT, 61253, SURABAYA, INDONESIA	-	encs5412/k9	-	ID	INDONESIA	SURABAYA	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET SURABAYA PSUB240 Virtual Machine hosted by ENCS HSUB0008 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PSUB126.PSUB127	PSUB126.PSUB127		-	UCPESUB0008	router_center_isrv	SUB	SUB	PSUB239	backup			
PSUB254	PSUB254	10.247.38.243	PSUB254	O/L	ICN_CPE_ROUTER	85	cathay pacific airways	cxnet	SITA	FI025Q7TA9	CI00190629 ~ 43027_IDN_EAST JAVA_001 ~ SURABAYA, JUANDA INTERNATIONAL AIRPORT T2, 61253A, EAST JAVA, INDONESIA	SUB-APT-BO-1	vedge-cloud-dna	-	ID	INDONESIA	SURABAYA	vedgecloud	-	APH-S S0+ Primary vEdge PSUB254\nCustomer CX Cathay Pacific\nProfile GOLD + LBO	PSUB252.PSUB254	PSUB252.PSUB254		-	UCPESUB0008	sdwan_center_vedge	SUB	SUB	PSUB252	backup	2	4096	10240
PSUB258	PSUB258	10.247.39.20	PSUB258	O/L	ICN_CPE_ROUTER	60	singapore airlines ltd.	sqnet	SITA	FI0272RKFF	CI00202683 ~ 60_IDN_SUNGAI SERUT_001 ~ BANDARA INTERNATIONAL JUANDA, TERMINAL 2, 61253, SUNGAI SERUT, INDONESIA	SUB_AP2_SDN	vedge-cloud-dna	-	ID	INDONESIA	SURABAYA	vedge-cloud	-	 APH-S S0+ backup vEdge PSUB258\n Customer SQ Singapore Airlines\n Profile GOLD + LBO ZSCALER + DBO	PSUB257.PSUB258	PSUB257.PSUB258		-	UCPESUB0008	sdwan_center_vedge	SUB	SUB	PSUB257	backup	2	4096	10240
HSYD0002	HSYD0002	57.214.182.44																							UCPESYD0002	hypervisor		SYD					
PSYD3044	PSYD3044	57.214.182.31	PSYD3044	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI021CFVC4	CI00167142 ~ 53849_AUS_SYDNEY_005 ~ NORTHERN END SYDNEY INTERNATIONAL TERMINAL, MASCOT, CORE ROOM 1 NAME : SITA CORE ROOM, 2020, SYDNEY, AUSTRALIA	-	encs5412/k9	-	AU	AUSTRALIA	SYDNEY	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET SYDNEY PSYD3044 Virtual Machine hosted by ENCS HSYD0002 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PSYD1236.PSYD1237	PSYD1236.PSYD1237		-	UCPESYD0002	router_center_isrv	SYD	SYD	PSYD3045	primary			
PSYD3078	PSYD3078	10.247.39.87	PSYD3078	O/L	ICN_CPE_ROUTER	60	singapore airlines ltd.	sqnet	SITA	GO0AECJF3D	CI00175150 ~ 60_AUS_SYDNEY_00001_MIG_013 ~ SYDNEY AIRPORT MASCOT NSW, UNIT NO. 3-1006, 2020, SYDNEY, AUSTRALIA	-	vedge-cloud-dna	-	AU	AUSTRALIA	SYDNEY	vedge-cloud	-	 APH-S S0+ Primary vEdge PSYD3078\n Customer SQ Singapore Airlines\n Profile PLATINIUM + LBO ZSCALER + DBO	PSYD3078.PSYD3079	PSYD3078.PSYD3079		-	UCPESYD0002	sdwan_center_vedge	SYD	SYD	PSYD3079	backup	2	4096	10240
PSYD3103	PSYD3103	10.247.79.22	PSYD3103	O/L	ICN_CPE_ROUTER	85	cathay pacific airways	cxnet	SITA	FI023W80D9	CI00179369 ~ 43027_AUS_SYDNEY_006 ~ LEVEL 3 INTERNATIONAL TERMINAL,, SYD APT - CATHAY PACIFIC ENGINEERING, 2020, SYDNEY, AUSTRALIA	-	vedge-cloud-dna	-	AU	AUSTRALIA	SYDNEY	vedgecloud	-	APH-S S0+ Primary vEdge PSYD3103\n Customer CX Cathay Pacific\n Profile GOLD + LBO	PSYD3103.PSYD3104	PSYD3103.PSYD3104		-	UCPESYD0002	sdwan_center_vedge	SYD	SYD	PSYD3104	primary	2	4096	10240
PSYD3132	PSYD3132	10.247.94.144	PSYD3132	O/L	ICN_CPE_ROUTER	113	p.t. garuda indonesia (persero)	ganet	SITA	FI024M0DF1	CI00184173 ~ 113_AUS_SYDNEY_00008 ~ MASCOT NSW, 2000, SYDNEY, AUSTRALIA	SYD_AP1_GA	vedge-cloud-dna	-	AU	AUSTRALIA	SYDNEY	vedgecloud	-	 APH-S S0+ Primary vEdge PSYD3132\n Customer GA PT Garuda Indonesia\n Profile GOLD + LBO	PSYD3132.PSYD3133	PSYD3132.PSYD3133		-	UCPESYD0002	sdwan_center_vedge	SYD	SYD	PSYD3133	primary	2	4096	10240
PSYD3148	PSYD3148	10.247.94.194	PSYD3148	O/L	ICN_CPE_ROUTER	166	china airlines ltd.	china_airnet	SITA	FI024WRBA8	CI00185746 ~ 166_AUS_SYDNEY_00006 ~ SYDNEY INTERNATIONAL AIRPORT, SUITE 1 LEVEL 1 14 CENTRAL TERRACE BUILDING 10, 2020, SYDNEY, AUSTRALIA	SYD-TO-SDN	vedge-cloud-dna	-	AU	AUSTRALIA	SYDNEY	vedgecloud	-	 APH-S S0+ Primary vEdge PSYD3148\n Customer CI China Airlines\n Profile GOLD + LBO	PSYD3148.PSYD3149	PSYD3148.PSYD3149		-	UCPESYD0002	sdwan_center_vedge	SYD	SYD	PSYD3149	primary	2	4096	10240
HSYD0003	HSYD0003	57.220.100.75																							UCPESYD0003	hypervisor		SYD					
PSYD3045	PSYD3045	57.220.100.59	PSYD3045	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI021CGGD5	CI00167142 ~ 53849_AUS_SYDNEY_005 ~ NORTHERN END SYDNEY INTERNATIONAL TERMINAL, MASCOT, CORE ROOM 1 NAME : SITA CORE ROOM, 2020, SYDNEY, AUSTRALIA	-	encs5412/k9	-	AU	AUSTRALIA	SYDNEY	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET SYDNEY PSYD3045 Virtual Machine hosted by ENCS HSYD0003 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PSYD3045	PSYD3045		-	UCPESYD0003	router_center_isrv	SYD	SYD	PSYD3044	backup			
PSYD3079	PSYD3079	10.247.39.88	PSYD3079	O/L	ICN_CPE_ROUTER	60	singapore airlines ltd.	sqnet	SITA	GO0AECJD3F	CI00175150 ~ 60_AUS_SYDNEY_00001_MIG_013 ~ SYDNEY AIRPORT MASCOT NSW, UNIT NO. 3-1006, 2020, SYDNEY, AUSTRALIA	-	vedge-cloud-dna	-	AU	AUSTRALIA	SYDNEY	vedge-cloud	-	 APH-S S0+ backup vEdge PSYD3079\n Customer SQ Singapore Airlines\n Profile PLATINIUM + LBO ZSCALER + DBO	PSYD3078.PSYD3079	PSYD3078.PSYD3079		-	UCPESYD0003	sdwan_center_vedge	SYD	SYD	PSYD3078	primary	2	4096	10240
PSYD3104	PSYD3104	10.247.79.23	PSYD3104	O/L	ICN_CPE_ROUTER	85	cathay pacific airways	cxnet	SITA	FI023W83DA	CI00179369 ~ 43027_AUS_SYDNEY_006 ~ LEVEL 3 INTERNATIONAL TERMINAL,, SYD APT - CATHAY PACIFIC ENGINEERING, 2020, SYDNEY, AUSTRALIA	-	vedge-cloud-dna	-	AU	AUSTRALIA	SYDNEY	vedgecloud	-	APH-S S0+ Primary vEdge PSYD3104\nCustomer CX Cathay Pacific\nProfile GOLD + LBO	PSYD3103.PSYD3104	PSYD3103.PSYD3104		-	UCPESYD0003	sdwan_center_vedge	SYD	SYD	PSYD3103	backup	2	4096	10240
PSYD3133	PSYD3133	10.247.94.145	PSYD3133	O/L	ICN_CPE_ROUTER	113	p.t. garuda indonesia (persero)	ganet	SITA	FI024M0FF3	CI00184173 ~ 113_AUS_SYDNEY_00008 ~ MASCOT NSW, 2000, SYDNEY, AUSTRALIA	SYD_AP1_GA	vedge-cloud-dna	-	AU	AUSTRALIA	SYDNEY	vedgecloud	-	 APH-S S0+ Primary vEdge PSYD3133\n Customer GA P.T. Garuda Indonesia (Persero)\n Profile GOLD + LBO	PSYD3132.PSYD3133	PSYD3132.PSYD3133		-	UCPESYD0003	sdwan_center_vedge	SYD	SYD	PSYD3132	backup	2	4096	10240
PSYD3149	PSYD3149	10.247.94.195	PSYD3149	O/L	ICN_CPE_ROUTER	166	china airlines ltd.	china_airnet	SITA	FI024WRHA2	CI00185746 ~ 166_AUS_SYDNEY_00006 ~ SYDNEY INTERNATIONAL AIRPORT, SUITE 1 LEVEL 1 14 CENTRAL TERRACE BUILDING 10, 2020, SYDNEY, AUSTRALIA	SYD-TO-SDN	vedge-cloud-dna	-	AU	AUSTRALIA	SYDNEY	vedge-cloud	-	 APH-S S0+ Secondary vEdge PSYD3149\n Customer CI China airlines ltd.\n Profile GOLD + LBO	PSYD3148.PSYD3149	PSYD3148.PSYD3149		-	UCPESYD0003	sdwan_center_vedge	SYD	SYD	PSYD3148	backup	2	4096	10240
HSYD0006	HSYD0006	57.215.26.138																							UCPESYD0006	hypervisor		SYD					
PSYD3158	PSYD3158	57.215.26.206	PSYD3158	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI025HBKE3	CI00187933 ~ 53849_AUS_SYDNEY_006 ~ FLOOR:LEVEL 3, TERMINAL MASCOT, NORTHERN END SYDNEY INTERNATIONAL, 2020, SYDNEY, AUSTRALIA	APHS0+	encs5412/k9	-	AU	AUSTRALIA	SYDNEY	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET SYDNEY PSYD3158 Virtual Machine hosted by ENCS HSYD0006 Cluster with ENCS HSYD0002 Front-End Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PSYD1236.PSYD1237	PSYD1236.PSYD1237	PSYD3044	-	UCPESYD0006	router_center_isrv	SYD	SYD	-	backup			
PSYD3218	PSYD3218	10.247.49.85	PSYD3218	O/L	ICN_CPE_ROUTER	164	united airlines  inc.	unitednet	SITA	GO0DYV3Y18	CI00203822 ~ 164_AUS_MASCOT_MIG_003 ~ LEVEL 3, SUITE 3-1002 SYDNEY ,TERMINAL 1,NSW. 2020, KINGSFORD MASCOT INTERNATIONAL AIRPORT, 2020, MASCOT, AUSTRALIA	-	vedge-cloud-dna	-	AU	AUSTRALIA	SYDNEY	vedgecloud	-	 APH-S S0+ Primary vEdge PSYD3218\n Customer UA United Airlines\n Profile GOLD + LBO	PSYD3218.PSYD3219	PSYD3218.PSYD3219		-	UCPESYD0006	sdwan_center_vedge	SYD	SYD	PSYD3219	primary	2	4096	10240
PSYD3274	PSYD3274	10.247.51.110	PSYD3274	O/L	ICN_CPE_ROUTER	387	emirates	emiratesnet_aph	SITA	FI02930280	CI00216593 ~ 387_AUS_MASCOT_004 ~ INTERNATIONAL AIRPORT, SYDNEY INTERNATIONAL AIRPORT, 2020, MASCOT, AUSTRALIA	-	vedge-cloud-dna	-	AU	AUSTRALIA	SYDNEY	vedge-cloud	-	APH-S S0+ Primary vEdge PSYD3274\n Customer EK Emirates Airlines\n Profile GOLD + LBO Zscaler	PSYD3274.PSYD3275	PSYD3274.PSYD3275		-	UCPESYD0006	sdwan_center_vedge	SYD	SYD	PSYD3275	primary	2	4096	10240
HSYD0007	HSYD0007	57.215.90.80																							UCPESYD0007	hypervisor		SYD					
PSYD3159	PSYD3159	57.215.90.63	PSYD3159	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI025HBNE6	CI00187933 ~ 53849_AUS_SYDNEY_006 ~ FLOOR:LEVEL 3, TERMINAL MASCOT, NORTHERN END SYDNEY INTERNATIONAL, 2020, SYDNEY, AUSTRALIA	APHS0+	encs5412/k9	-	AU	AUSTRALIA	SYDNEY	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET SYDNEY PSYD3159 Virtual Machine hosted by ENCS HSYD0007 Cluster with ENCS HSYD0003 Front-End Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PSYD3045	PSYD3045	PSYD3045	-	UCPESYD0007	router_center_isrv	SYD	SYD	-	backup			
PSYD3219	PSYD3219	10.247.49.86	PSYD3219	O/L	ICN_CPE_ROUTER	164	united airlines  inc.	unitednet	SITA	GO0DYV4071	CI00203822 ~ 164_AUS_MASCOT_MIG_003 ~ LEVEL 3, SUITE 3-1002 SYDNEY ,TERMINAL 1,NSW. 2020, KINGSFORD MASCOT INTERNATIONAL AIRPORT, 2020, MASCOT, AUSTRALIA	-	vedge-cloud-dna	-	AU	AUSTRALIA	SYDNEY	vedgecloud	-	 APH-S S0+ Primary vEdge PSYD3219\n Customer UA United Airlines\n Profile GOLD + LBO	PSYD3218.PSYD3219	PSYD3218.PSYD3219		-	UCPESYD0007	sdwan_center_vedge	SYD	SYD	PSYD3218	backup	2	4096	10240
PSYD3275	PSYD3275	10.247.51.111	PSYD3275	O/L	ICN_CPE_ROUTER	387	emirates	emiratesnet_aph	SITA	FI02930486	CI00216593 ~ 387_AUS_MASCOT_004 ~ INTERNATIONAL AIRPORT, SYDNEY INTERNATIONAL AIRPORT, 2020, MASCOT, AUSTRALIA	-	vedge-cloud-dna	-	AU	AUSTRALIA	SYDNEY	vedge-cloud	-	APH-S S0+ Primary vEdge PSYD3275\n Customer EK Emirates Airlines\n Profile GOLD + LBO Zscaler	PSYD3274.PSYD3275	PSYD3274.PSYD3275		-	UCPESYD0007	sdwan_center_vedge	SYD	SYD	PSYD3274	backup	2	4096	10240
HTPE0001	HTPE0001	57.220.255.126																							UCPETPE0001	hypervisor		TPE					
PTPE1835	PTPE1835	57.215.90.18	PTPE1835	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI02116MF3	MSY5141361 ~ 53849_TWN_TAOYUAN_00001 ~ NO.9 AIRPORT SOUTH ROAD, ROOM 4024,TERMINAL 2,TAOYUAN INTERNATIONAL AIRPORT, 33758, TAOYUAN, TAIWAN	-	encs5412/k9	-	TW	TAIWAN, PROVINCE OF CHINA	TAIPEI	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET TAOYUAN PTPE1835 Virtual Machine hosted by ENCS HTPE0001 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PTPE629.PTPE630	PTPE629.PTPE630		-	UCPETPE0001	router_center_isrv	TPE	TPE	PTPE1838	primary			
PTPE1873	PTPE1873	10.247.79.32	PTPE1873	O/L	ICN_CPE_ROUTER	85	cathay pacific airways	cxnet	SITA	FI024A53AE	CI00182120 ~ 43027_TWN_TAOYUAN CITY_002 ~ TERMINAL 1, C0-248( MANAGEMENT OFFICE), TOAYUAN INTERNATIONAL AIRPORT, TAOYUAN CITY, TAIWAN	TPE-APT ..1	vedge-cloud-dna	-	TW	TAIWAN, PROVINCE OF CHINA	TAIPEI	vedgecloud	-	APH-S S0+ Primary vEdge PTPE1873\n Customer CX Cathay Pacific\n Profile GOLD + LBO	PTPE1873.PTPE1874	PTPE1873.PTPE1874		-	UCPETPE0001	sdwan_center_vedge	TPE	TPE	PTPE1874	primary	2	4096	10240
PTPE1895	PTPE1895	10.247.38.201	PTPE1895	O/L	ICN_CPE_ROUTER	60	singapore airlines ltd.	sqnet	SITA	FI025CXXC9	CI00188759 ~ 60_TWN_TAOYUAN CITY_002 ~ TAOYUAN INTERNATIONAL AIRPORT NO.9 HANGZHAN SOUTH ROAD, ROOM 4021, TERMINAL 2, 33758, TAOYUAN, TAIWAN	TPE_AP2	vedge-cloud-dna	-	TW	TAIWAN, PROVINCE OF CHINA	TAIPEI	vedge-cloud	-	 APH-S S0+ Primary vEdge PTPE1895\n Customer SQ Singapore Airlines\n Profile PLATINIUM + LBO ZSCALER + DBO	PTPE1895.PTPE1896	PTPE1895.PTPE1896		-	UCPETPE0001	sdwan_center_vedge	TPE	TPE	PTPE1896	primary	2	4096	10240
PTPE1958	PTPE1958	10.247.51.186	PTPE1958	O/L	ICN_CPE_ROUTER	387	emirates	emiratesnet_aph	SITA	FI029GAXD2	CI00219012 ~ 387_TWN_TAIPEI CITY_002 ~ AIRPORT, TAOYUAN CITY, NO.101, HANGXIANG RD., DAYUAN DIST, 337409, TAIPEI CITY, TAIWAN	-	vedge-cloud-dna	-	TW	TAIWAN, PROVINCE OF CHINA	TAIPEI	vedge-cloud	-	APH-S S0+ Primary vEdge PTPE1958\n Customer EK Emirates Airlines\n Profile GOLD + LBO Zscaler	PTPE1958.PTPE1959	PTPE1958.PTPE1959		-	UCPETPE0001	sdwan_center_vedge	TPE	TPE	PTPE1959	primary	2	4096	10240
HTPE0004	HTPE0004	57.215.90.44																							UCPETPE0004	hypervisor		TPE					
PTPE1838	PTPE1838	57.215.90.43	PTPE1838	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI02169RFD	CI00130135 ~ 53849_TWN_TAIPEI CITY_002 ~ TAOYUAN PASSENGER TERMINAL 2 SITA ROOM 4024, 33758, TAIPEI CITY, TAIWAN	-	encs5412/k9	-	TW	TAIWAN, PROVINCE OF CHINA	TAIPEI	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET TAOYUAN PTPE1838 Virtual Machine hosted by ENCS HTPE0004 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PTPE629.PTPE630	PTPE629.PTPE630		-	UCPETPE0004	router_center_isrv	TPE	TPE	PTPE1835	backup			
PTPE1874	PTPE1874	10.247.79.33	PTPE1874	O/L	ICN_CPE_ROUTER	85	cathay pacific airways	cxnet	SITA	FI024A56AB	CI00182120 ~ 43027_TWN_TAOYUAN CITY_002 ~ TERMINAL 1, C0-248( MANAGEMENT OFFICE), TOAYUAN INTERNATIONAL AIRPORT, TAOYUAN CITY, TAIWAN	TPE-APT ..1	vedge-cloud-dna	-	TW	TAIWAN, PROVINCE OF CHINA	TAIPEI	vedgecloud	-	APH-S S0+ Primary vEdge PTPE1874\nCustomer CX Cathay Pacific\nProfile GOLD + LBO	PTPE1873.PTPE1874	PTPE1873.PTPE1874		-	UCPETPE0004	sdwan_center_vedge	TPE	TPE	PTPE1873	backup	2	4096	10240
PTPE1896	PTPE1896	10.247.38.202	PTPE1896	O/L	ICN_CPE_ROUTER	60	singapore airlines ltd.	sqnet	SITA	FI025CXYC8	CI00188759 ~ 60_TWN_TAOYUAN CITY_002 ~ TAOYUAN INTERNATIONAL AIRPORT NO.9 HANGZHAN SOUTH ROAD, ROOM 4021, TERMINAL 2, 33758, TAOYUAN, TAIWAN	TPE_SKL	vedge-cloud-dna	-	TW	TAIWAN, PROVINCE OF CHINA	TAIPEI	vedge-cloud	-	 APH-S S0+ backup vEdge PTPE1896\n Customer SQ Singapore Airlines\n Profile PLATINIUM + LBO ZSCALER + DBO	PTPE1895.PTPE1896	PTPE1895.PTPE1896		-	UCPETPE0004	sdwan_center_vedge	TPE	TPE	PTPE1895	backup	2	4096	10240
HTPE0007	HTPE0007	57.214.184.141																							UCPETPE0007	hypervisor		TPE					
PTPE1916	PTPE1916	57.205.123.172	PTPE1916	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI026LXBF1	MSY5141361 ~ 53849_TWN_TAOYUAN_00001 ~ NO.9 AIRPORT SOUTH ROAD, ROOM 4024,TERMINAL 2,TAOYUAN INTERNATIONAL AIRPORT, 33758, TAOYUAN, TAIWAN	APH0-CAT1-TPE-IPVPN-X	encs5412/k9	-	TW	TAIWAN, PROVINCE OF CHINA	TAIPEI	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET TAOYUAN PTPE1916 Virtual Machine hosted by ENCS HTPE0007 Cluster with ENCS HTPE0001 Front-End Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PTPE629.PTPE630	PTPE629.PTPE630	PTPE1835	-	UCPETPE0007	router_center_isrv	TPE	TPE	-	backup			
HTPE0008	HTPE0008	57.214.184.160																							UCPETPE0008	hypervisor		TPE					
PTPE1917	PTPE1917	57.215.90.121	PTPE1917	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI026LXEF6	MSY5141361 ~ 53849_TWN_TAOYUAN_00001 ~ NO.9 AIRPORT SOUTH ROAD, ROOM 4024,TERMINAL 2,TAOYUAN INTERNATIONAL AIRPORT, 33758, TAOYUAN, TAIWAN	APH0-CAT1-TPE-IPVPN-X	encs5412/k9	-	TW	TAIWAN, PROVINCE OF CHINA	TAIPEI	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET TAOYUAN PTPE1917 Virtual Machine hosted by ENCS HTPE0008 Cluster with ENCS HTPE0004 Front-End Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PTPE629.PTPE630	PTPE629.PTPE630	PTPE1838	-	UCPETPE0008	router_center_isrv	TPE	TPE	-	backup			
